Price,Close
Ticker,AAPL
Date,
2025-01-02,
2025-01-03,
2025-01-06,
2025-01-07,
2025-01-08,
2025-01-10,
2025-01-13,
2025-01-14,
2025-01-15,
2025-01-16,
2025-01-17,
2025-01-21,
2025-01-22,
2025-01-23,
2025-01-24,
2025-01-27,
2025-01-28,
2025-01-29,
2025-01-30,
2025-01-31,
2025-02-03,
2025-02-04,
2025-02-05,
2025-02-06,
2025-02-07,39.82688589382422
2025-02-10,40.03020083863992
2025-02-11,43.7945189214763
2025-02-12,45.48194910682699
2025-02-13,49.76706671362167
2025-02-14,51.1845814812182
2025-02-18,54.59564192296335
2025-02-19,56.40921926834395
2025-02-20,57.665758186893385
2025-02-21,55.01191177007224
2025-02-24,63.4112112977779
2025-02-25,62.45218323877982
2025-02-26,63.043416453579596
2025-02-27,59.69513529503859
2025-02-28,62.26643386850706
2025-03-03,59.927793163617146
2025-03-04,54.326614284266775
2025-03-05,48.259193710227606
2025-03-06,47.06496455848083
2025-03-07,51.3159683841995
2025-03-10,44.57586382486373
2025-03-11,45.37506663277861
2025-03-12,39.466857578454025
2025-03-13,36.06441199217231
2025-03-14,38.396519255633436
2025-03-17,41.51446041078761
2025-03-18,40.63597649819417
2025-03-19,38.781317473488485
2025-03-20,34.687306741037204
2025-03-21,34.25401435425724
2025-03-24,33.70648249213632
2025-03-25,36.39349116705453
2025-03-26,35.030793376044514
2025-03-27,36.14473397994147
2025-03-28,33.73338329458457
2025-03-31,35.75910309213238
2025-04-01,36.55127145762642
2025-04-02,40.04112511750959
2025-04-03,33.0011015104796
2025-04-04,25.831837949488175
2025-04-07,25.125331185336805
2025-04-08,23.68007312730147
2025-04-09,37.44298965686224
2025-04-10,35.504489899577365
2025-04-11,37.12397894235872
2025-04-14,41.7721586642671
2025-04-15,43.570351092528746
2025-04-16,42.40113099026752
2025-04-17,45.615859311091214
2025-04-21,42.98240232150598
2025-04-22,45.275647093152244
2025-04-23,47.381368090252224
2025-04-24,47.79369352189359
2025-04-25,48.44975896246859
2025-04-28,47.32829454141823
2025-04-29,46.84267290578718
2025-04-30,46.22559321637264
2025-05-01,47.219405723195095
2025-05-02,43.96529391360162
2025-05-05,43.8194990997274
2025-05-06,42.12351793867653
2025-05-07,41.087731620404156
2025-05-08,41.29747240736755
2025-05-09,48.23512291417587
2025-05-12,58.74258927763023
2025-05-13,62.70280624578487
2025-05-14,67.2438101736261
2025-05-15,57.07689242659489
2025-05-16,62.7608584691965
2025-05-19,57.03518470707966
2025-05-20,53.07224367769986
2025-05-21,50.13532759830047
2025-05-22,55.08547543755284
2025-05-23,49.03958076688039
2025-05-27,54.759603983107496
2025-05-28,50.66914100216667
2025-05-29,46.678912576200226
2025-05-30,44.258188358261705
2025-06-02,44.20619191145828
2025-06-03,44.82845780331975
2025-06-04,43.575262346145706
2025-06-05,40.950152203915565
2025-06-06,43.143880072418085
2025-06-09,47.02493539107301
2025-06-10,53.62091350800501
2025-06-11,50.44682818063538
2025-06-12,52.79031655672621
2025-06-13,49.33757904372056
2025-06-16,50.12518464065162
2025-06-17,34.90132028666855
2025-06-18,33.30608982807581
2025-06-20,39.26879513710743
2025-06-23,40.507530795611345
2025-06-24,39.741667195697296
2025-06-25,43.084294601941586
2025-06-26,44.236813386248855
2025-06-27,48.90574686467249
2025-06-30,53.847708443702835
2025-07-01,63.62057417219861
2025-07-02,63.36611381054015
2025-07-03,64.0728943617257
2025-07-07,60.044189604088764
2025-07-08,59.358391258599056
2025-07-09,59.58959996300466
2025-07-10,59.34177869764689
2025-07-11,58.38695227110587
2025-07-14,57.97880811674147
2025-07-15,55.48974446892252
2025-07-16,59.49835811268251
2025-07-17,58.20861452077062
2025-07-18,64.74783022621607
2025-07-21,65.47060973704282
2025-07-22,71.32332445827805
2025-07-23,69.48224047127665
2025-07-24,73.85461580539288
2025-07-25,73.27768007557464
2025-07-28,69.82676909508669
2025-07-29,63.881753930690316
2025-07-30,62.0822705615232
2025-07-31,58.24868174146408
2025-08-01,51.68048061991278
2025-08-04,52.705614424408516
2025-08-05,47.06190019289576
2025-08-06,55.90601210056489
2025-08-07,57.88487430324521
2025-08-08,64.02198519082492
2025-08-11,65.99917655006902
2025-08-12,67.43678419692594
2025-08-13,68.83184234409438
2025-08-14,67.51632069719352
2025-08-15,67.58361181438104
2025-08-18,69.76424714253173
2025-08-19,69.09811878527277
2025-08-20,63.34476999352479
2025-08-21,62.34142511000156
2025-08-22,63.35919828036723
2025-08-25,61.9842426735148
2025-08-26,62.12549157893298
2025-08-27,63.07490372202645
2025-08-28,64.62657381605152
2025-08-29,64.1466698928748
